date,dominant_id,open,high,low,close,settlement,prev_settlement,volume,open_interest,total_turnover,limit_up,limit_down
2014-01-02,CU1403,47109.054859534175,47541.49598274275,47045.99052906626,47451.404082074296,47334.28461120531,47100.045669467334,203778.0,240224.0,0,49451.44427691396,44739.637871953855
2014-01-03,CU1403,47298.24785093793,47298.24785093793,46703.64130652614,46775.714827060896,46973.9170085315,47334.28461120531,299664.0,232074.0,0,49694.69240871878,44964.86762362499
2014-01-06,CU1403,46757.696446927206,46919.86186813042,46550.48507538976,46640.57697605822,46748.687256860365,46973.9170085315,243308.0,220868.0,0,49316.30642591128,44622.51840108487
2014-01-07,CU1403,46514.44831512238,46892.83429792989,46478.411554855,46721.65968665983,46721.65968665983,46748.687256860365,236246.0,218972.0,0,49082.0674841733,44406.29783948058
2014-01-08,CU1403,46793.73320719459,47000.94457873203,46559.49426545661,46901.84348799673,46802.742397261434,46721.65968665983,201596.0,214880.0,0,49055.03991397277,44379.270269280045
2014-01-09,CU1403,46847.78834759566,46991.93538866519,46136.06233231488,46145.071522381724,46541.47588532292,46802.742397261434,362562.0,237872.0,0,49136.122624574375,44460.35297988165
2014-01-10,CU1403,46145.071522381724,46379.310464119706,45883.80501044321,46271.20018331756,46136.06233231488,46541.47588532292,302684.0,212788.0,0,48865.84692256901,44208.09565800998
2014-01-13,CU1403,46271.20018331756,47018.962958865726,46244.17261311702,46568.50345552346,46631.56778599137,46136.06233231488,268470.0,199382.0,0,48442.414989427285,43820.70048513563
2014-01-14,CU1403,46397.328844253396,46757.696446927206,46226.15423298333,46658.59535619191,46550.48507538976,46631.56778599137,176916.0,191316.0,0,48955.93882323747,44298.18755867844
2014-01-15,CU1403,46685.62292639245,46721.65968665983,46208.13585284964,46352.28289391917,46451.383984654465,46550.48507538976,171238.0,175490.0,0,48874.85611263586,44217.10484807683
2014-01-16,CU1404,46487.68391503091,47056.368203700215,46352.28289391917,46686.272079328126,46740.43248777282,46460.60371080856,276056.0,223792.0,0,48780.474539189716,44131.70614768662
2014-01-17,CU1404,46614.058201401866,46821.67310043987,46550.871058216384,46767.51269199517,46677.24534458734,46740.43248777282,197644.0,218514.0,0,49069.33005089476,44402.508189910106
2014-01-20,CU1404,46948.047386810824,46993.18106051474,46668.21860984656,46758.48595725439,46785.56616147674,46677.24534458734,159914.0,221470.0,0,49006.14290770928,44339.321046724624
2014-01-21,CU1404,46605.03146666108,46758.48595725439,46460.60371080856,46605.03146666108,46623.084936142644,46785.56616147674,184248.0,239906.0,0,49123.49045933945,44438.615128873236
2014-01-22,CU1404,46478.65718029012,46830.69983518065,46343.25615917838,46605.03146666108,46632.11167088343,46623.084936142644,240992.0,240488.0,0,48951.98249926458,44285.16063827993
2014-01-23,CU1404,46487.68391503091,46632.11167088343,46262.01554651134,46406.44330236386,46442.55024132699,46632.11167088343,223702.0,248850.0,0,48961.00923400537,44294.18737302071
2014-01-24,CU1404,46352.28289391917,46623.084936142644,46027.32044325099,46280.06901599291,46289.095750733686,46442.55024132699,289202.0,248748.0,0,48762.42106970815,44113.65267820506
2014-01-27,CU1404,46207.85513806664,46316.17595495604,45891.919422139246,46018.29370851021,46063.42738221412,46289.095750733686,272706.0,254464.0,0,48599.93984437406,43969.224922352536
2014-01-28,CU1404,46063.42738221412,46108.561055918035,45891.919422139246,46036.347177991775,46000.240239028644,46063.42738221412,163264.0,245352.0,0,48365.24474111371,43752.58328857375
