date,CU,AL,ZN,NI,TA,RU,V,RB,I,J,JM
2022-12-16,0.07863422502259532,0.0864722404200412,0.05524384610012305,0.06480142097116105,0.06794950352941237,0.11659699791100378,0.1556836205735563,0.07669147534483958,0.14188005484260446,0.09329435907349043,0.06275225621117252
2022-12-19,0.07907235799737443,0.08718014173790765,0.05464915204733129,0.06425441544090778,0.06659855532171202,0.11546660353486193,0.15836793499359955,0.07580962774673357,0.14427138269090622,0.09212733416286951,0.06220249432579597
2022-12-20,0.0784327606218318,0.0869008128978185,0.05424437693819272,0.06434451483758548,0.06632488376095128,0.11553156329821303,0.1596397056458203,0.07659051179245176,0.1434283298709389,0.09184395403710092,0.06271858629909542
2022-12-21,0.08001594624410872,0.08917046943478624,0.05579394373666872,0.0678947694515495,0.06581246524015617,0.11420644757372135,0.16157549857116138,0.07577477858905005,0.13806944665229345,0.09027138246339936,0.06141485204310518
2022-12-22,0.07988995111638417,0.09029485120358939,0.05556746844901147,0.0677155066111956,0.06559566503914359,0.1138339781905561,0.1613172285702155,0.07687828334272273,0.13696798182335004,0.0900532109154235,0.06188587473840798
2022-12-23,0.08028418624544917,0.0912105443490771,0.05616298983231289,0.06754519846739135,0.06458961305811138,0.11342235907563691,0.16387382339299278,0.07713197320298598,0.13379284324083912,0.08937785411312764,0.06260861502207572
2022-12-26,0.08031245344315649,0.09157845568635127,0.05624300470307451,0.06764236616183647,0.06470768904199704,0.11352311674373845,0.16427444130672755,0.0769147091629198,0.13339135686850245,0.08950844866741418,0.061903958214281816
2022-12-27,0.08072418048598815,0.09305443072697515,0.0594040511555723,0.06729623475204524,0.06423749430634623,0.11263259556885206,0.16351131934862412,0.07638287396339698,0.13234379778116728,0.08895154549311628,0.061461476417916265
2022-12-28,0.08230401785041801,0.09249568691679665,0.06056874578656238,0.06700756229087863,0.06389223548199417,0.11204745525767691,0.16413130663628034,0.07668511315409145,0.1315583223183443,0.08847705740296047,0.060832496903996745
2022-12-29,0.08148666174673766,0.0912022284184827,0.0605605535310535,0.06649755267228108,0.0635883382008679,0.11125127178588805,0.16893254334189214,0.07710888384674597,0.1303720395651734,0.08819689651753841,0.060803030373339305
2022-12-30,0.08175277457702089,0.09735114475762702,0.059663973515417794,0.0651905990345128,0.06251248609659968,0.1092372096640783,0.174670508956458,0.07567597233294383,0.12781641552848894,0.08658203528896177,0.059546880247890954
