symbol,short_win,long_win,dev_win,hurst_config,signal_price_col,trade_price_col,return_mode,min_chunk,n_scales,min_segments,min_valid_scales,ann_ret,ann_vol,sharpe,max_drawdown,calmar,win_rate,profit_loss_ratio,turnover,final_nav,active_ratio
JM,100,140,80,rs_fast,close,open,open_to_open,6,6,2,3,0.17347981544230873,0.20991380194250833,0.8264335829133416,0.2878429839545936,0.6026890531042947,0.5150709219858156,1.191644006599329,6.657728706624606,5.002272996612842,0.4467665615141956
JM,60,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.15103069696622984,0.20702718220420369,0.7295210964966858,0.36227240693811447,0.4168981519810583,0.5004314063848145,1.2291489965284468,8.14826498422713,4.118580832902052,0.4522870662460568
JM,40,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.14068578945471177,0.22526093094066194,0.624545893809571,0.26942075471557736,0.5221787371326727,0.5045267489711934,1.1741416534572586,9.738170347003155,3.7608836778876342,0.4727917981072555
JM,100,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.12025539058093071,0.1926500978745921,0.6242166077652989,0.28363043101973584,0.423986206799379,0.5135416666666667,1.1600941257705575,5.66403785488959,3.1354628869586074,0.3801261829652997
JM,60,140,40,rs_fast,close,open,open_to_open,6,6,2,3,0.13155546027840703,0.23319032778202667,0.5641548752458453,0.3948373714117688,0.33318897805448666,0.4996078431372549,1.1873759477211605,8.24763406940063,3.4686975735645187,0.4968454258675079
JM,100,140,60,rs_robust,close,open,open_to_open,10,12,3,4,0.11665130886119779,0.21457532161398526,0.5436380473941458,0.37004326331620296,0.3152369477444558,0.5100671140939598,1.152601021594102,7.055205047318612,3.0354157210936794,0.40970031545741326
JM,100,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.10819367132618818,0.2027420131456234,0.5336519532755944,0.42075856317106475,0.2571395588738159,0.5116279069767442,1.1433214285134086,6.2602523659306,2.811832182508737,0.39037854889589907
JM,100,140,80,rs_default,close,open,open_to_open,8,8,2,3,0.10890482178247396,0.20570622307955697,0.5294191889389509,0.3593360544780341,0.303072348085603,0.5116731517509727,1.1394286019600828,6.458990536277603,2.8300437468497504,0.4057570977917981
JM,40,140,60,rs_fast,close,open,open_to_open,6,6,2,3,0.123246896143969,0.24107413387138663,0.5112406468697358,0.3682173907285582,0.3347123173626091,0.503620273531778,1.1561640026467963,9.042586750788644,3.2207502426511834,0.48541009463722395
JM,60,140,80,rs_default,close,open,open_to_open,8,8,2,3,0.10130932655636826,0.20335579538819165,0.4981875552795336,0.44613638544349077,0.2270815155676211,0.4922374429223744,1.2087768631324105,8.347003154574134,2.640912913022502,0.42665615141955837
JM,100,140,80,rs_robust,close,open,open_to_open,10,12,3,4,0.10713252611004176,0.21785389816762504,0.49176318170634675,0.3700432633162032,0.28951351566288797,0.5075757575757576,1.1467517538290042,7.055205047318612,2.7848539516242927,0.415615141955836
JM,80,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.10654777722397202,0.21798183776434388,0.4887919944007392,0.4374281315390992,0.2435777892223841,0.5075825156110616,1.1365641532635669,7.055205047318612,2.7700873122417993,0.44203470031545744
JM,40,140,40,rs_fast,close,open,open_to_open,6,6,2,3,0.11610075321106694,0.24697773927400551,0.4700859014757634,0.38192661793616056,0.30398706913502765,0.49649259547934527,1.1750458507771928,9.440063091482651,3.020388441294008,0.5
JM,60,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.09802759931893368,0.21655889582576096,0.4526602287342874,0.5094060891094565,0.19243507569826165,0.4915254237288136,1.1877170362029381,8.24763406940063,2.5627791582782087,0.4842271293375394
JM,60,140,80,rs_fast,close,open,open_to_open,6,6,2,3,0.10027265674987995,0.2277549526048429,0.4402655380401497,0.5291083373087697,0.18951252452361986,0.5,1.1531187605655868,8.545741324921135,2.6160024350495124,0.472397476340694
JM,100,140,60,rs_fast,close,open,open_to_open,6,6,2,3,0.09477907656021123,0.21825304684773777,0.4342623295716599,0.3635745999797436,0.2606867381975853,0.5093002657218778,1.1159047192054892,6.458990536277603,2.4874926469101823,0.4471608832807571
JM,80,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.09352712071901315,0.21645073187565306,0.4320942687906583,0.43279656257637145,0.21609949987185795,0.5062439961575408,1.1313712873983148,6.856466876971609,2.459013731144184,0.40891167192429023
JM,60,140,60,rs_fast,close,open,open_to_open,6,6,2,3,0.09873105435986251,0.22992469773302676,0.42940604177504427,0.4553871658946438,0.216806844272604,0.4975247524752475,1.1634516846848981,7.949526813880126,2.5793499859099134,0.47318611987381703
JM,40,140,80,rs_fast,close,open,open_to_open,6,6,2,3,0.10060331845764736,0.24454828535214224,0.4113842724874623,0.3919744701724619,0.2566578338976609,0.50390625,1.1242575593529807,9.638801261829652,2.623924930207463,0.4996056782334385
JM,100,140,40,rs_fast,close,open,open_to_open,6,6,2,3,0.0814875292003836,0.21878843100674714,0.37244898564984286,0.4205325991639868,0.1937722054422885,0.50625,1.1126329228182006,6.856466876971609,2.1997597693424202,0.4388801261829653
JM,80,140,80,rs_default,close,open,open_to_open,8,8,2,3,0.07862862084539879,0.2149128943020375,0.365862742208918,0.4936844046252383,0.15926899879506362,0.5035035035035035,1.1271343985121445,6.856466876971609,2.141936078552165,0.39235015772870663
JM,100,140,40,rs_robust,close,open,open_to_open,10,12,3,4,0.08246231759060563,0.22636065384293055,0.3642961627413633,0.45298663028354236,0.182041393890564,0.5097345132743363,1.0988803273025458,7.452681388012619,2.219794679933492,0.44203470031545744
JM,40,140,80,rs_default,close,open,open_to_open,8,8,2,3,0.07444461113682355,0.2322497877269508,0.3205368317681559,0.43800585149947846,0.1699625949789673,0.5004135649296939,1.1163630829634748,9.936908517350156,2.059777257829142,0.47042586750788645
