symbol,short_win,long_win,dev_win,hurst_config,signal_price_col,trade_price_col,return_mode,min_chunk,n_scales,min_segments,min_valid_scales,ann_ret,ann_vol,sharpe,max_drawdown,calmar,win_rate,profit_loss_ratio,turnover,final_nav,active_ratio
CU,20,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.12310735592698663,0.1449515685642009,0.8492999223562097,0.1908641075633276,0.6450000343104861,0.5122242098986285,1.150906569752423,7.055205047318612,3.2167259881459875,0.6549684542586751
CU,40,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.10885408022964138,0.13961040022608323,0.7796989339860392,0.20637482842912547,0.527458125868411,0.5118898623279099,1.1421930859111749,6.95583596214511,2.828740816250766,0.6218454258675079
CU,40,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.1031987002157384,0.136103842797256,0.7582350218389204,0.3426538721831227,0.3011747672899096,0.5123580494321978,1.143392994800191,6.558359621451104,2.6868634087761123,0.5824132492113565
CU,20,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.10736222522671146,0.14513047166584456,0.7397634969030312,0.2594571970726417,0.41379551786591084,0.5153980244044161,1.1099211603760073,7.253943217665616,2.7906739010634336,0.6711356466876972
CU,40,140,60,rs_fast,close,open,open_to_open,6,6,2,3,0.09572224738214996,0.1368135180281233,0.6996548934767788,0.3426538721831227,0.27935551048141555,0.5086782376502003,1.1459110622545483,6.558359621451104,2.509143278012862,0.5824132492113565
CU,40,140,80,rs_fast,close,open,open_to_open,6,6,2,3,0.09265478604200128,0.13682629061146653,0.6771709269317608,0.3426538721831227,0.2704034408007048,0.5103402268178786,1.1327972070950407,6.558359621451104,2.4393442114107002,0.5824132492113565
CU,40,140,40,rs_fast,close,open,open_to_open,6,6,2,3,0.08658896477457367,0.13849052787966482,0.6252338416228098,0.34265387218312304,0.25270096678871995,0.5041962556488057,1.1442411627351898,6.757097791798107,2.3064431828873975,0.6021293375394322
CU,80,140,40,rs_robust,close,open,open_to_open,10,12,3,4,0.07693198319878025,0.12652888984059757,0.6080191116487308,0.25730009396443554,0.29899710495019843,0.49288389513108616,1.2064624122069392,5.763406940063091,2.108271074197195,0.5220820189274448
CU,80,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.06975877489971083,0.12245343462954218,0.5696759352708377,0.20749406162614725,0.33619648848263817,0.5,1.16743899431298,5.564668769716088,1.971142378158518,0.5023659305993691
CU,80,140,60,rs_fast,close,open,open_to_open,6,6,2,3,0.06698054115645302,0.12382452641249275,0.5409311313117633,0.2074940616261466,0.32280702701331054,0.49855282199710566,1.1576163384743747,5.763406940063091,1.9202275910199715,0.5406151419558359
CU,80,140,40,rs_fast,close,open,open_to_open,6,6,2,3,0.06343999501150388,0.1284454763262331,0.49390602788046334,0.25730009396443565,0.246560325859316,0.49748743718592964,1.1512916689103305,5.962145110410094,1.8570601037081846,0.5441640378548895
CU,20,140,40,rs_robust,close,open,open_to_open,10,12,3,4,0.07481558908203056,0.15154454323450592,0.4936871198737787,0.2241968152668461,0.33370495915824094,0.5079281183932347,1.0835064098949998,7.850157728706625,2.066945499913494,0.7381703470031545
CU,20,140,20,rs_robust,close,open,open_to_open,10,12,3,4,0.07253013238075123,0.1510899252985577,0.48004611980203027,0.28227631995374636,0.25694727915057125,0.5050883770755222,1.093691377366149,7.651419558359621,2.023139297643991,0.7287066246056783
CU,40,140,20,rs_default,close,open,open_to_open,8,8,2,3,0.06498327344842725,0.1356261201722883,0.4791353860589525,0.39679748901756584,0.16376936660894673,0.5076828518746158,1.090293359254831,6.757097791798107,1.8843601801604182,0.6336750788643533
CU,40,140,20,rs_fast,close,open,open_to_open,6,6,2,3,0.06563724085038247,0.13766188460403916,0.47680039423531617,0.26538593661540466,0.24732750230658784,0.4921190893169877,1.154371898447894,7.1545741324921135,1.8960372747851784,0.667192429022082
CU,20,140,80,rs_default,close,open,open_to_open,8,8,2,3,0.06829437173357666,0.1434994985964475,0.4759206296994502,0.3298536368516799,0.20704447095208328,0.5,1.1167966531378042,7.253943217665616,1.9441557331466817,0.6999211356466877
CU,80,140,20,rs_default,close,open,open_to_open,8,8,2,3,0.055759697606590164,0.1269427452272808,0.43925076227677995,0.29693376100839086,0.18778497068581732,0.49783236994219654,1.1354422403102393,5.763406940063091,1.7264221066882235,0.542192429022082
CU,80,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.05280715706439798,0.12141744060667843,0.43492233735565483,0.2074940616261467,0.254499606641965,0.49624060150375937,1.1431766063456308,5.564668769716088,1.6784455605848099,0.5208990536277602
CU,60,140,80,rs_robust,close,open,open_to_open,10,12,3,4,0.056337682388052146,0.13561092508720451,0.41543616306594944,0.22091881927717216,0.25501531545562445,0.4898348157560356,1.157244888571466,6.558359621451104,1.7359571952225243,0.6147476340694006
CU,20,140,60,rs_fast,close,open,open_to_open,6,6,2,3,0.059339475055224966,0.14540450600566612,0.40809928581520455,0.3452404213099409,0.17187870073288064,0.5061873895109016,1.0792553323541791,7.055205047318612,1.7862452805819393,0.6624605678233438
CU,40,140,80,rs_default,close,open,open_to_open,8,8,2,3,0.05582346323722365,0.13756145489893912,0.40580745004648944,0.41663729009069483,0.1339857582720736,0.49727107337780474,1.1193793316594018,6.757097791798107,1.7274717364817718,0.6423501577287066
