date,RB,I,J,JM
2014-01-02,0.0,0.0,0.0,0.0
2014-01-03,0.0,0.0,0.0,0.0
2014-01-06,0.0,0.0,0.0,0.0
2014-01-07,0.0,0.0,0.0,0.0
2014-01-08,0.0,0.0,0.0,0.0
2014-01-09,0.0,0.0,0.0,0.0
2014-01-10,0.0,0.0,0.0,0.0
2014-01-13,0.0,0.0,0.0,0.0
2014-01-14,0.0,0.0,0.0,0.0
2014-01-15,0.0,0.0,0.0,0.0
2014-01-16,0.0,0.0,0.0,0.0
2014-01-17,0.0,0.0,0.0,0.0
2014-01-20,0.0,0.0,0.0,0.0
2014-01-21,0.0,0.0,0.0,0.0
2014-01-22,0.0,0.0,0.0,0.0
2014-01-23,0.0,0.0,0.0,0.0
2014-01-24,0.0,0.0,0.0,0.0
2014-01-27,0.0,0.0,0.0,0.0
2014-01-28,0.0,0.0,0.0,0.0
2014-01-29,0.0,0.0,0.0,0.0
2014-01-30,0.0,0.0,0.0,0.0
2014-02-07,0.0,0.0,0.0,0.0
2014-02-10,0.0,0.0,0.0,0.0
2014-02-11,0.0,0.0,0.0,0.0
2014-02-12,0.0,0.0,0.0,0.0
2014-02-13,0.0,0.0,0.0,0.0
2014-02-14,0.0,0.0,0.0,0.0
2014-02-17,0.0,0.0,0.0,0.0
2014-02-18,0.0,0.0,0.0,0.0
2014-02-19,0.0,0.0,0.0,0.0
2014-02-20,0.0,0.0,0.0,0.0
2014-02-21,0.0,0.0,0.0,0.0
2014-02-24,0.0,0.0,0.0,0.0
2014-02-25,0.0,0.0,0.0,0.0
2014-02-26,0.0,0.0,0.0,0.0
2014-02-27,0.0,0.0,0.0,0.0
2014-02-28,0.0,0.0,0.0,0.0
2014-03-03,0.0,0.0,0.0,0.0
2014-03-04,0.0,0.0,0.0,0.0
2014-03-05,0.0,0.0,0.0,0.0
2014-03-06,0.0,0.0,0.0,0.0
2014-03-07,0.0,0.0,0.0,0.0
2014-03-10,0.0,0.0,0.0,0.0
2014-03-11,0.0,0.0,0.0,0.0
2014-03-12,0.0,0.0,0.0,0.0
2014-03-13,0.0,0.0,0.0,0.0
2014-03-14,0.0,0.0,0.0,0.0
2014-03-17,0.0,0.0,0.0,0.0
2014-03-18,0.0,0.0,0.0,0.0
2014-03-19,0.0,0.0,0.0,0.0
2014-03-20,0.0,0.0,0.0,0.0
2014-03-21,0.0,0.0,0.0,0.0
2014-03-24,0.0,0.0,0.0,0.0
2014-03-25,0.0,0.0,0.0,0.0
2014-03-26,0.0,0.0,0.0,0.0
2014-03-27,0.0,0.0,0.0,0.0
2014-03-28,0.0,0.0,0.0,0.0
2014-03-31,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0
2014-04-02,0.0,0.0,0.0,0.0
2014-04-03,0.0,0.0,0.0,0.0
2014-04-04,0.0,0.0,0.0,0.0
2014-04-08,0.0,0.0,0.0,0.0
2014-04-09,0.0,0.0,0.0,0.0
2014-04-10,0.0,0.0,0.0,0.0
2014-04-11,0.0,0.0,0.0,0.0
2014-04-14,0.0,0.0,0.0,0.0
2014-04-15,0.0,0.0,0.0,0.0
2014-04-16,0.0,0.0,0.0,0.0
2014-04-17,0.0,0.0,0.0,0.0
2014-04-18,0.0,0.0,0.0,0.0
2014-04-21,0.0,0.0,0.0,0.0
2014-04-22,0.0,0.0,0.0,0.0
2014-04-23,0.0,0.0,0.0,0.0
2014-04-24,0.0,0.0,0.0,0.0
2014-04-25,0.0,0.0,0.0,0.0
2014-04-28,0.0,0.0,0.0,0.0
2014-04-29,0.0,0.0,0.0,0.0
2014-04-30,0.0,0.0,0.0,0.0
2014-05-05,0.0,0.0,0.0,0.0
2014-05-06,0.0,0.0,0.0,0.0
2014-05-07,0.0,0.0,0.0,0.0
2014-05-08,0.0,0.0,0.0,0.0
2014-05-09,0.0,0.0,0.0,0.0
2014-05-12,0.0,0.0,0.0,0.0
2014-05-13,0.0,0.0,0.0,0.0
2014-05-14,0.0,0.0,0.0,0.0
2014-05-15,0.0,0.0,0.0,0.0
2014-05-16,0.0,0.0,0.0,0.0
2014-05-19,0.0,0.0,0.0,0.0
2014-05-20,0.0,0.0,0.0,0.0
2014-05-21,0.0,0.0,0.0,0.0
2014-05-22,0.0,0.0,0.0,0.0
2014-05-23,0.0,0.0,0.0,0.0
2014-05-26,0.0,0.0,0.0,0.0
2014-05-27,0.0,0.0,0.0,0.0
2014-05-28,0.0,0.0,0.0,0.0
2014-05-29,0.0,0.0,0.0,0.0
2014-05-30,0.0,0.0,0.0,0.0
2014-06-03,0.0,0.0,0.0,0.0
2014-06-04,0.0,0.0,0.0,0.0
2014-06-05,0.0,0.0,0.0,0.0
2014-06-06,0.0,0.0,0.0,0.0
2014-06-09,0.0,0.0,0.0,0.0
2014-06-10,0.0,0.0,0.0,0.0
2014-06-11,0.0,0.0,0.0,0.0
2014-06-12,0.0,0.0,0.0,0.0
2014-06-13,0.0,0.0,0.0,0.0
2014-06-16,0.0,0.0,0.0,0.0
2014-06-17,0.0,0.0,0.0,0.0
2014-06-18,0.0,0.0,0.0,0.0
2014-06-19,0.0,0.0,0.0,0.0
2014-06-20,0.0,0.0,0.0,0.0
2014-06-23,0.0,0.0,0.0,0.0
2014-06-24,0.0,0.0,0.0,0.0
2014-06-25,0.0,0.0,0.0,0.0
2014-06-26,0.0,0.0,0.0,0.0
2014-06-27,0.0,0.0,0.0,0.0
2014-06-30,0.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0
2014-07-02,0.0,0.0,0.0,0.0
2014-07-03,0.0,0.0,0.0,0.0
2014-07-04,0.0,0.0,0.0,0.0
2014-07-07,0.0,0.0,0.0,0.0
2014-07-08,0.0,0.0,0.0,0.0
2014-07-09,0.0,0.0,0.0,0.0
2014-07-10,0.0,0.0,0.0,0.0
2014-07-11,0.0,0.0,0.0,0.0
2014-07-14,0.0,0.0,0.0,0.0
2014-07-15,0.0,0.0,0.0,0.0
2014-07-16,0.0,0.0,0.0,0.0
2014-07-17,0.0,0.0,0.0,0.0
2014-07-18,0.0,0.0,0.0,0.0
2014-07-21,0.0,0.0,0.0,0.0
2014-07-22,0.0,0.0,0.0,0.0
2014-07-23,0.0,0.0,0.0,0.0
2014-07-24,0.0,0.0,0.0,0.0
2014-07-25,0.0,0.0,0.0,0.0
2014-07-28,0.0,0.0,0.0,0.0
2014-07-29,0.0,0.0,0.0,0.0
2014-07-30,0.0,0.0,0.0,0.0
2014-07-31,0.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0
2014-08-04,0.0,0.0,0.0,0.0
2014-08-05,0.0,0.0,0.0,0.0
2014-08-06,0.0,0.0,0.0,0.0
2014-08-07,0.0,0.0,0.0,0.0
2014-08-08,0.0,0.0,0.0,0.0
2014-08-11,0.0,0.0,0.0,0.0
2014-08-12,0.0,0.0,0.0,0.0
2014-08-13,0.0,0.0,0.0,1.0
2014-08-14,0.0,0.6394886856830073,0.31974434284150366,0.04076697147548919
2014-08-15,0.0,0.32265440296989517,0.4037500790306052,0.27359551799949966
2014-08-18,0.0,0.5570701432220108,0.20989162439953038,0.23303823237845875
2014-08-19,0.0,0.5095846010034076,0.3249980831592639,0.1654173158373285
2014-08-20,0.0,0.4279122845901239,0.37888167052389293,0.1932060448859832
2014-08-21,0.0,0.43212408885438414,0.3726625203297952,0.1952133908158206
2014-08-22,0.0,0.4339652627926062,0.36775969266504605,0.19827504454234773
2014-08-25,0.0,0.4346390310838193,0.36735569774442745,0.19800527117175332
2014-08-26,0.0,0.4334434892414653,0.3667633119109878,0.19979319884754687
2014-08-27,0.0,0.4324074115295586,0.36660358908096785,0.2009889993894736
2014-08-28,0.0,0.4365428163779027,0.3620967051675884,0.20136047845450888
2014-08-29,0.0,0.41948076992016065,0.3731605719979426,0.20735865808189663
2014-09-01,0.0,0.4107622308870535,0.37496346638405104,0.21427430272889555
2014-09-02,0.0,0.41345466239701456,0.3709941023541096,0.2155512352488758
2014-09-03,0.0,0.43600284948987,0.33092785616324727,0.23306929434688273
2014-09-04,0.0,0.4844207620883973,0.28293142602577226,0.2326478118858305
2014-09-05,0.0,0.4619466457774858,0.2793363793901765,0.2587169748323377
2014-09-09,0.0,0.4577953144576267,0.28627088034748366,0.2559338051948896
2014-09-10,0.0,0.4685215076980753,0.27944743744345535,0.25203105485846933
2014-09-11,0.0,0.49830431424192284,0.27263971031681117,0.22905597544126605
2014-09-12,0.0,0.5012266253724443,0.2700618110286054,0.22871156359895023
2014-09-15,0.0,0.5023187139222915,0.2691593649721867,0.22852192110552177
2014-09-16,0.0,0.49897567074048566,0.2813451311748288,0.21967919808468547
2014-09-17,0.0,0.5227813146413745,0.27325501267081853,0.2039636726878071
2014-09-18,0.998289341540827,0.0008990244282281665,0.0004617966822382218,0.00034983734870648104
2014-09-19,0.9484110918953619,0.02725443003331922,0.013802447076000814,0.010532030995318027
2014-09-22,0.8120000748570613,0.09910774714212076,0.05097599848956741,0.037916179511250696
2014-09-23,0.7018254515871037,0.15347778608124277,0.0836906315525118,0.06100613077914177
2014-09-24,0.648963660414168,0.16281063310387636,0.103840793005834,0.08438491347612155
2014-09-25,0.6568822609256506,0.16227794230618725,0.10059711840676332,0.08024267836139887
2014-09-26,0.6591816943993619,0.16045607837210984,0.10094373458008728,0.07941849264844102
2014-09-29,0.6412488962266291,0.16575205890386596,0.1128617127629437,0.08013733210656125
2014-09-30,0.6368116235152647,0.16333183148859104,0.11762005941758279,0.08223648557856139
2014-10-08,0.6365129390799819,0.15358968960817312,0.12307961688319764,0.08681775442864738
2014-10-09,0.6451786440192455,0.14075430912331383,0.12546715080434073,0.08859989605309991
2014-10-10,0.6398868836397369,0.13993250810175872,0.12939705152208883,0.09078355673641555
2014-10-13,0.6614961827312291,0.1411908425274771,0.12136975948043853,0.07594321526085529
2014-10-14,0.6471209829153137,0.14257360363541507,0.12918888311742988,0.08111653033184141
2014-10-15,0.6413817138740987,0.14433905708500389,0.12919592287406986,0.08508330616682763
2014-10-16,0.6426016917826388,0.14416754819723127,0.1281611811027156,0.08506957891741435
2014-10-17,0.6500904548269736,0.1392874947898202,0.12923003446091785,0.0813920159222885
2014-10-20,0.6507096750209772,0.13924470534680833,0.1283770246180166,0.08166859501419793
2014-10-21,0.6526741789664585,0.13889941758973473,0.1272093887279661,0.08121701471584064
2014-10-22,0.653096265981284,0.1375098258336755,0.12772066566447707,0.0816732425205634
2014-10-23,0.6530301906781811,0.13738317778737844,0.1278031810284399,0.08178345050600058
2014-10-24,0.6864283419252807,0.08336527459625691,0.14067530673454437,0.08953107674391816
2014-10-27,0.6871699235188551,0.08298519734301472,0.14032903260675883,0.0895158465313715
2014-10-28,0.6577609581284491,0.09491843301439074,0.14549019754547876,0.1018304113116814
2014-10-29,0.6522959027602936,0.09765537030862645,0.1465655480500028,0.10348317888107722
2014-10-30,0.6518458214256639,0.0978454814842041,0.14671505870265705,0.1035936383874748
2014-10-31,0.5792085860279264,0.11738297499525809,0.17777081506422673,0.12563762391258881
2014-11-03,0.5798989472332255,0.11692730426609067,0.17785574763420317,0.1253180008664806
2014-11-04,0.5577161352571909,0.1229163101752493,0.18743558942236568,0.13193196514519412
2014-11-05,0.5450335355700867,0.12492553760770071,0.19417742475734787,0.13586350206486478
2014-11-06,0.5287669066703995,0.13044945312763184,0.1988245384553478,0.14195910174662074
2014-11-07,0.4904643794783899,0.13948420194698,0.21572914758932532,0.15432227098530482
2014-11-10,0.48977452225942664,0.13891914617031326,0.216517038880252,0.15478929269000805
2014-11-11,0.44848697120626285,0.14881967824218645,0.23487014367588885,0.16782320687566177
2014-11-12,0.4490379380605176,0.14933328436836185,0.2341216334883529,0.16750714408276762
2014-11-13,0.44851126583482015,0.1495304325993477,0.2341699355046327,0.16778836606119954
2014-11-14,0.4457406497875491,0.14825375332921267,0.2365473127814502,0.1694582841017881
2014-11-17,0.4133675057883637,0.1569211805342775,0.25019096158130344,0.1795203520960553
2014-11-18,0.40912523188289524,0.15689069426193103,0.25252415676374373,0.18145991709143006
2014-11-19,0.4000026720241241,0.15791446698844686,0.2572409745730442,0.18484188641438498
2014-11-20,0.3407439849903808,0.1541884709774403,0.29292299890390666,0.21214454512827224
2014-11-21,0.3421857496766303,0.1495282995467916,0.2947190912671288,0.21356685950944945
2014-11-24,0.3358095494717417,0.15105144830348077,0.2979261736582106,0.2152128285665669
2014-11-25,0.31285054387919536,0.15449552252838633,0.3090508839537931,0.2236030496386251
2014-11-26,0.31382085231905094,0.15507968033199598,0.2967775090975495,0.23432195825140373
2014-11-27,0.314214963590784,0.15457639092957517,0.29729419252146394,0.23391445295817678
2014-11-28,0.3129813611353648,0.15293000568991183,0.2988528286141972,0.2352358045605262
2014-12-01,0.28838245397196277,0.1548097586773843,0.30911920441083135,0.2476885829398216
2014-12-02,0.2893528630965447,0.15546180806144436,0.3080003931513185,0.2471849356906925
2014-12-03,0.2933509126932516,0.15289001932052504,0.3151554553453967,0.2386036126408267
2014-12-04,0.28602526938162814,0.14953703500450402,0.32500219194427343,0.2394355036695944
2014-12-05,0.28295252460391873,0.14921184087887404,0.3280343470710279,0.23980128744617926
2014-12-08,0.2807884325141786,0.14485258668127277,0.3323655576698921,0.2419934231346565
2014-12-09,0.28102042847986786,0.1446272957961082,0.3325901303786013,0.24176214534542265
2014-12-10,0.27930239567760395,0.14398699094821613,0.3339658206799635,0.24274479269421648
2014-12-11,0.2778647818513173,0.14382151302870932,0.3348253332830155,0.24348837183695793
2014-12-12,0.278097115551678,0.14354197254004739,0.3349426553947492,0.2434182565135255
2014-12-15,0.27909622663830813,0.1442031180516985,0.3359169426340709,0.24078371267592255
2014-12-16,0.27894230060307457,0.1434437664412836,0.33611300176459097,0.24150093119105093
2014-12-17,0.27668088297645743,0.14353795928929383,0.3393252587490802,0.2404558989851686
2014-12-18,0.2758793601173057,0.14384139130239137,0.3396761125648376,0.24060313601546537
2014-12-19,0.2772993640128614,0.14151498358485623,0.339340435795059,0.2418452166072234
2014-12-22,0.27876306805902545,0.14215634898947158,0.33602822084543404,0.24305236210606884
2014-12-23,0.28164554422370086,0.14384139006959573,0.32860343493121746,0.24590963077548603
2014-12-24,0.28161446629468795,0.15085784537378283,0.32785664220791766,0.23967104612361154
2014-12-25,0.289841024125687,0.15314878610342236,0.3208269892299682,0.2361832005409225
2014-12-26,0.2893970268225464,0.1563576056732063,0.32237383925917,0.2318715282450772
2014-12-29,0.28887600974904915,0.15669711348795218,0.3223030295829105,0.23212384718008816
2014-12-30,0.2894104648740582,0.1572305270459386,0.3234053012463017,0.2299537068337015
2014-12-31,0.278827556930524,0.15661135527906903,0.3311232671174019,0.23343782067300503
2015-01-05,0.25802138147912884,0.15776773768935798,0.3301942089369565,0.2540166718945566
2015-01-06,0.24847439193821033,0.16260406154262205,0.33094574601772064,0.25797580050144703
2015-01-07,0.24915095878088736,0.1618305444980226,0.3318492537313946,0.25716924298969557
2015-01-08,0.25266712926153523,0.1566152292634562,0.33376291509186395,0.2569547263831447
2015-01-09,0.2521973955384518,0.15639972849193645,0.3347952507885485,0.2566076251810632
2015-01-12,0.25262097109705617,0.1566647377980032,0.3344322239214589,0.2562820671834819
2015-01-13,0.25274856241765975,0.1567740472245669,0.33465587209187664,0.25582151826589683
2015-01-14,0.2529469464270318,0.15809292820441267,0.3345503667584399,0.2544097586101156
2015-01-15,0.25296055886985774,0.15810199944692166,0.33456956298399415,0.2543678786992265
2015-01-16,0.2527120545247324,0.15816722612985648,0.33467768151023125,0.25444303783518
2015-01-19,0.2531030916277806,0.15746748323681853,0.33383775477291544,0.2555916703624856
2015-01-20,0.25310092309694454,0.15761418645302352,0.33374810966916213,0.25553678078086983
2015-01-21,0.25337790459469073,0.15779580682673594,0.3340852468988503,0.254741041679723
2015-01-22,0.2534899504078655,0.15793925058560357,0.33441588275634787,0.25415491625018316
2015-01-23,0.25362263307500654,0.15695575087856037,0.3349743197689692,0.25444729627746393
2015-01-26,0.25351184351479744,0.15702008710111673,0.33491647506216954,0.2545515943219162
2015-01-27,0.2536802599926686,0.15654551291181004,0.3351001139257745,0.2546741131697469
2015-01-28,0.25467918648360766,0.1570237977310962,0.33346800100577306,0.254829014779523
2015-01-29,0.25533614719076847,0.15727816500953692,0.33402558332724025,0.2533601044724544
2015-01-30,0.25563425140547213,0.15749651112072618,0.3342316909807033,0.25263754649309844
2015-02-02,0.25496780649001044,0.15740864941664423,0.3349657860974391,0.2526577579959063
2015-02-03,0.25494312629292637,0.15744055983953825,0.33504074806358963,0.25257556580394586
2015-02-04,0.2550849873725405,0.15744596988502674,0.3352248376654645,0.25224420507696826
2015-02-05,0.25539904890407866,0.15687938955284256,0.3355998751414259,0.2521216864016529
2015-02-06,0.25552222916684597,0.15647903557382756,0.3357555190465076,0.2522432162128189
2015-02-09,0.25557192643838694,0.15649722212395945,0.33584897472860925,0.2520818767090443
2015-02-10,0.2556343216003017,0.15658430940097426,0.335690227436149,0.25209114156257506
