signal_price_col,trade_price_col,return_mode,short_win,long_win,dev_win,hurst_config,n_symbols,min_chunk,n_scales,min_segments,min_valid_scales,equal_ann_ret,equal_ann_vol,equal_sharpe,equal_max_drawdown,equal_calmar,equal_win_rate,equal_profit_loss_ratio,equal_final_nav,invvol_ann_ret,invvol_ann_vol,invvol_sharpe,invvol_max_drawdown,invvol_calmar,invvol_win_rate,invvol_profit_loss_ratio,invvol_final_nav
close,open,open_to_open,20,120,40,rs_fast,11,6,6,2,3,0.03723238741512458,0.07929080171780992,0.4695675489274517,0.15558036333489556,0.23931289667308306,0.5123050259965338,1.0441210010598543,1.5510965417514537,0.05041397208054876,0.07439104153766485,0.6776887517433631,0.10288460184326875,0.49000502677113783,0.5110957004160888,1.0870432461808983,1.805075644248884
