date,dominant_id,open,high,low,close,settlement,prev_settlement,volume,open_interest,total_turnover,limit_up,limit_down
2014-01-02,ZN1403,9497.526628355155,9581.935192859959,9488.147898965733,9566.30397721092,9541.294032172462,9516.284087134001,42604.0,112640.0,0,9894.559505840707,9134.882425297488
2014-01-03,ZN1403,9541.294032172462,9553.799004691691,9435.001765759007,9453.759224537851,9491.27414209554,9541.294032172462,88134.0,106020.0,0,9922.695694008975,9156.76612720614
2014-01-06,ZN1403,9441.254252018622,9444.380495148429,9359.971930643627,9378.729389422471,9394.36060507151,9491.27414209554,85904.0,98310.0,0,9869.549560802248,9109.872480259028
2014-01-07,ZN1403,9369.35066003305,9425.623036369583,9363.098173773435,9409.991820720546,9403.739334460932,9394.36060507151,53286.0,95000.0,0,9769.509780648408,9016.085186364802
2014-01-08,ZN1403,9428.749279499392,9450.632981408044,9397.486848201317,9425.623036369583,9419.370550109968,9403.739334460932,46592.0,93962.0,0,9778.88851003783,9025.463915754226
2014-01-09,ZN1403,9425.623036369583,9438.128008888814,9359.971930643627,9378.729389422471,9388.108118811893,9419.370550109968,62348.0,90758.0,0,9794.519725686869,9041.095131403263
2014-01-10,ZN1403,9375.603146292664,9425.623036369583,9334.961985605167,9406.86557759074,9372.476903162857,9388.108118811893,57914.0,84174.0,0,9763.257294388794,9009.832700105188
2014-01-13,ZN1403,9416.244306980161,9478.769169576311,9409.991820720546,9431.8755226292,9441.254252018622,9372.476903162857,41118.0,85460.0,0,9744.499835609948,8997.327727585958
2014-01-14,ZN1403,9413.118063850354,9510.031600874387,9403.739334460932,9503.779114614772,9463.137953927273,9441.254252018622,41942.0,85088.0,0,9816.40342759552,9062.978833311916
2014-01-15,ZN1403,9519.410330263809,9550.672761561884,9438.128008888814,9475.642926446504,9497.526628355155,9463.137953927273,51930.0,81298.0,0,9841.41337263398,9081.73629209076
2014-01-16,ZN1403,9456.885467667658,9550.672761561884,9447.506738278236,9528.78905965323,9503.779114614772,9497.526628355155,33254.0,80556.0,0,9875.802047061863,9116.124966518642
2014-01-17,ZN1404,9531.909160851546,9563.110172834695,9485.107642876827,9525.668958454917,9519.428756058287,9503.828250066714,39866.0,94726.0,0,9881.360495062798,9123.175903872316
2014-01-20,ZN1404,9535.029262049862,9553.74986923975,9497.588047670084,9516.308654859973,9522.548857256603,9519.428756058287,29204.0,97482.0,0,9900.081102252687,9135.656308665575
2014-01-21,ZN1404,9500.7081488684,9525.668958454917,9491.347845273454,9497.588047670084,9506.94835126503,9522.548857256603,22224.0,100686.0,0,9903.201203451,9138.776409863889
2014-01-22,ZN1404,9494.46794647177,9588.070982421212,9463.266934488622,9556.869970438065,9541.269464446492,9506.94835126503,78084.0,118800.0,0,9884.480596261114,9126.29600507063
2014-01-23,ZN1404,9516.308654859973,9563.110172834695,9503.828250066714,9519.428756058287,9531.909160851546,9541.269464446492,56630.0,120076.0,0,9921.92181064089,9157.497017053778
2014-01-24,ZN1404,9506.94835126503,9559.990071636379,9472.627238083567,9478.867440480197,9500.7081488684,9531.909160851546,64682.0,116240.0,0,9912.561507045946,9148.136713458833
2014-01-27,ZN1404,9472.627238083567,9481.98754167851,9397.744809324013,9403.985011720642,9435.186023703789,9500.7081488684,49452.0,111768.0,0,9878.240393864484,9120.055802674
2014-01-28,ZN1404,9400.864910522329,9425.825720108845,9394.624708125699,9407.105112918956,9407.105112918956,9435.186023703789,26558.0,109036.0,0,9809.59816750156,9057.653778707705
2014-01-29,ZN1404,9397.744809324013,9425.825720108845,9372.783999737494,9400.864910522329,9394.624708125699,9407.105112918956,29100.0,103404.0,0,9781.517256716726,9029.572867922872
2014-01-30,ZN1404,9400.864910522329,9403.985011720642,9350.943291349291,9372.783999737494,9372.783999737494,9394.624708125699,23574.0,102354.0,0,9862.63988787291,8923.489427180171
2014-02-07,ZN1404,9391.504606927383,9419.585517712216,9382.14430333244,9388.38450572907,9397.744809324013,9372.783999737494,20186.0,95926.0,0,9840.799179484708,8901.648718791968
2014-02-10,ZN1404,9419.585517712216,9460.146833290308,9403.985011720642,9453.906630893678,9428.945821307161,9397.744809324013,30782.0,97424.0,0,9772.156953121783,9020.212564327929
2014-02-11,ZN1404,9444.546327298734,9466.387035686937,9382.14430333244,9388.38450572907,9416.465416513902,9428.945821307161,29418.0,95114.0,0,9803.35796510493,9051.413576311075
2014-02-12,ZN1404,9391.504606927383,9419.585517712216,9363.42369614255,9410.225214117272,9394.624708125699,9416.465416513902,23000.0,94446.0,0,9790.87756031167,9038.933171517818
2014-02-13,ZN1404,9413.345315315586,9425.825720108845,9403.985011720642,9410.225214117272,9413.345315315586,9394.624708125699,15206.0,93908.0,0,9769.036851923467,9017.092463129615
2014-02-14,ZN1404,9410.225214117272,9422.705618910531,9388.38450572907,9416.465416513902,9407.105112918956,9413.345315315586,18610.0,94250.0,0,9787.757459113356,9035.813070319502
2014-02-17,ZN1404,9447.666428497048,9494.46794647177,9444.546327298734,9485.107642876827,9472.627238083567,9407.105112918956,43200.0,97088.0,0,9781.517256716726,9029.572867922872
2014-02-18,ZN1404,9494.46794647177,9503.828250066714,9444.546327298734,9457.026732091994,9469.507136885251,9472.627238083567,22760.0,92274.0,0,9850.159483079651,9091.974891889167
2014-02-19,ZN1404,9481.98754167851,9531.909160851546,9478.867440480197,9522.548857256603,9503.828250066714,9469.507136885251,23938.0,90966.0,0,9847.039381881335,9088.854790690853
2014-02-20,ZN1404,9513.18855366166,9513.18855366166,9435.186023703789,9460.146833290308,9469.507136885251,9503.828250066714,22556.0,86666.0,0,9881.360495062798,9123.175903872316
2014-02-21,ZN1404,9444.546327298734,9472.627238083567,9428.945821307161,9469.507136885251,9457.026732091994,9469.507136885251,7610.0,85470.0,0,9847.039381881335,9088.854790690853
2014-02-24,ZN1405,9466.397282324699,9494.385973369679,9348.222809023668,9369.99179094754,9385.541063750308,9453.957864082484,58432.0,87514.0,0,9830.250265909452,9074.555607694963
2014-02-25,ZN1405,9369.99179094754,9425.969173037503,9332.6735362209,9376.211500068648,9388.650918310863,9385.541063750308,52164.0,94180.0,0,9758.723611016723,9009.248661923342
2014-02-26,ZN1405,9376.211500068648,9435.298736719164,9354.442518144775,9422.85931847695,9401.090336553076,9388.650918310863,46436.0,99692.0,0,9761.833465577276,9012.358516483895
2014-02-27,ZN1405,9447.738154961378,9472.616991445806,9376.211500068648,9410.419900234736,9416.639609355843,9401.090336553076,49690.0,101354.0,0,9774.27288381949,9024.797934726108
2014-02-28,ZN1405,9394.870627431968,9444.628300400824,9369.99179094754,9413.52975479529,9410.419900234736,9416.639609355843,47110.0,108520.0,0,9792.932011182811,9037.237352968323
2014-03-03,ZN1405,9438.408591279718,9441.518445840271,9366.881936386988,9379.321354629203,9397.980481992523,9410.419900234736,42966.0,110368.0,0,9786.712302061704,9031.017643847215
2014-03-04,ZN1405,9373.101645508095,9422.85931847695,9360.66222726588,9416.639609355843,9388.650918310863,9397.980481992523,47024.0,112242.0,0,9771.163029258936,9021.688080165555
2014-03-05,ZN1405,9472.616991445806,9575.24219194407,9444.628300400824,9509.935246172447,9503.71553705134,9388.650918310863,118546.0,123552.0,0,9761.833465577276,9012.358516483895
2014-03-06,ZN1405,9503.71553705134,9519.264809854107,9419.749463916396,9453.957864082484,9457.067718643038,9503.71553705134,62060.0,119734.0,0,9883.11779343886,9121.203426103266
2014-03-07,ZN1405,9444.628300400824,9475.726846006359,9410.419900234736,9435.298736719164,9438.408591279718,9457.067718643038,45020.0,113344.0,0,9833.360120470006,9077.665462255518
2014-03-10,ZN1405,9323.34397253924,9323.34397253924,9142.972408027139,9189.620226435442,9248.707463085957,9438.408591279718,200012.0,110406.0,0,9814.700993106684,9059.006334892196
2014-03-11,ZN1405,9174.070953632674,9304.68484517592,9164.741389951014,9279.806008691492,9251.81731764651,9248.707463085957,81462.0,101414.0,0,9615.670301231265,8878.634770380097
2014-03-12,ZN1405,9279.806008691492,9289.135572373152,9174.070953632674,9258.037026767617,9226.938481162082,9251.81731764651,82772.0,94178.0,0,9621.89001035237,8881.74462494065
