signal_price_col,trade_price_col,return_mode,short_win,long_win,dev_win,hurst_config,n_symbols,min_chunk,n_scales,min_segments,min_valid_scales,equal_ann_ret,equal_ann_vol,equal_sharpe,equal_max_drawdown,equal_calmar,equal_win_rate,equal_profit_loss_ratio,equal_final_nav,invvol_ann_ret,invvol_ann_vol,invvol_sharpe,invvol_max_drawdown,invvol_calmar,invvol_win_rate,invvol_profit_loss_ratio,invvol_final_nav
close,open,open_to_open,60,140,60,rs_default,11,8,8,2,3,0.04925728050372724,0.06619578282323799,0.7441150841173451,0.14038127503470044,0.35088212791593093,0.5169340463458111,1.0720471803533875,1.7813515097780879,0.05950778731166739,0.07604237574787115,0.782560864602305,0.1307044243427703,0.455285179601948,0.5192582025677603,1.090225050027611,2.0019308697556033
