date,dominant_id,open,high,low,close,settlement,prev_settlement,volume,open_interest,total_turnover,limit_up,limit_down
2015-03-27,NI1507,101870.0,102710.0,100650.0,101080.0,101180.0,102070.0,28860.0,14364.0,2920131360.0,112270.0,91860.0
2015-03-30,NI1507,99010.0,100000.0,96820.0,98430.0,98390.0,101180.0,66684.0,34186.0,6561517580.0,106230.0,96120.0
2015-03-31,NI1507,98000.0,98200.0,93840.0,95040.0,95950.0,98390.0,105600.0,54888.0,10132749100.0,103300.0,93470.0
2015-04-01,NI1507,93940.0,94130.0,91270.0,92500.0,92870.0,95950.0,158952.0,70960.0,14763384880.0,100740.0,91150.0
2015-04-02,NI1507,92870.0,96600.0,92550.0,96160.0,94320.0,92870.0,202848.0,80724.0,19133868120.0,97510.0,88220.0
2015-04-03,NI1507,96000.0,97800.0,95660.0,97300.0,96530.0,94320.0,150282.0,80998.0,14507032860.0,99030.0,89600.0
2015-04-07,NI1507,97500.0,97980.0,95950.0,96420.0,96790.0,96530.0,75688.0,83542.0,7326581280.0,101350.0,91700.0
2015-04-08,NI1507,94500.0,95630.0,93300.0,93950.0,94450.0,96790.0,183088.0,95102.0,17293078180.0,101620.0,91950.0
2015-04-09,NI1507,94450.0,95260.0,93880.0,94300.0,94500.0,94450.0,160974.0,99084.0,15213335440.0,99170.0,89720.0
2015-04-10,NI1507,94500.0,94970.0,93180.0,94540.0,94080.0,94500.0,137722.0,105628.0,12958090320.0,99220.0,89770.0
2015-04-13,NI1507,94280.0,95670.0,93700.0,95230.0,94720.0,94080.0,180214.0,112858.0,17070951160.0,98780.0,89370.0
2015-04-14,NI1507,94780.0,95070.0,92810.0,93100.0,93740.0,94720.0,199150.0,127690.0,18668818800.0,99450.0,89980.0
2015-04-15,NI1507,92700.0,95000.0,92640.0,94730.0,93970.0,93740.0,220106.0,132258.0,20684490820.0,98420.0,89050.0
2015-04-16,NI1507,94610.0,95900.0,94260.0,95400.0,95090.0,93970.0,195920.0,131624.0,18630685860.0,98660.0,89270.0
2015-04-17,NI1507,96280.0,96660.0,95010.0,95850.0,95900.0,95090.0,168702.0,127284.0,16179695700.0,99840.0,90330.0
